Row,d18O_GRIP,age_GRIP,d18O_GISP,age_GISP
737,-40.2,19912,,
738,-41.58,19937,,
739,-41.82,19966.2,,
740,-42.61,19999.1,,
741,-41.4,20030.7,,
742,-41.4,20058.15,,
743,-40.66,20083.7,,
744,-39.88,20105.75,,
745,-40.08,20126.65,,
746,-40.82,20149.5,,
747,-41.4,20175.5,,
748,-40.5,20200.8,,
749,-41.3,20225.85,,
750,-42.35,20256.4,,
751,-40.65,20285.3,,
752,-40.72,20309.25,,
753,-40.86,20333.7,,
754,-41.59,20360.55,,
755,-40.75,20387.15,,
756,-40.51,20410.9,,
757,-40.31,20433.7,,
758,-40.82,20457.3,,
759,-40.34,20480.95,,
760,-40.34,20503.5,,
761,-40.22,20525.85,,
762,-41.92,20552.5,,
763,-41.31,20581.8,,
764,-42.6,20613.75,,
765,-41.64,20646.75,,
766,-41,20674.4,,
767,-41.38,20701.25,,
768,-40.72,20727.4,,
769,-40.74,20751.9,,
770,-40.88,20776.85,,
771,-41.12,20802.75,,
772,-40.2,20827.15,,
773,-40.72,20850.55,,
774,-41.32,20876.7,,
775,-42.82,20910,,
776,-41.35,20943.35,,
777,-40.09,20968.25,,
778,-39.4,20988.9,,
779,-40.79,21011.1,,
780,-40.96,21036.55,,
781,-41.44,21063.85,,
782,-40.39,21089.8,,
783,-40.45,21113.15,,
784,-39.69,21135.15,,
785,-38.81,21154.3,,
786,-38.09,21171.2,,
787,-39.27,21188.75,,
788,-39.81,21208.8,,
789,-41.2,21233,,
790,-40.77,21259.3,,
791,-41.55,21286.65,,
792,-41.43,21315.85,,
793,-42.1,21346.95,,
794,-41.09,21377.05,,
795,-41.66,21405.7,,
796,-40.81,21433.65,,
797,-40.25,21457.85,,
798,-39.33,21479.05,,
799,-38.03,21496.8,,
800,-37.69,21512.5,,
801,-37.83,21528,,
802,-39.59,21546.05,,
803,-39.76,21566.85,,
804,-38.61,21586.15,,
805,-41.25,21608.9,,
806,-41.64,21638.2,,
807,-41.48,21668.25,,
808,-40.61,21695.35,,
809,-42.13,21724.75,,
810,-41.59,21756.95,,
811,-41.93,21788.4,,
812,-41.02,21818.2,,
813,-42.48,21850.2,,
814,-43.27,21891.05,,
815,-42.99,21934.35,,
816,-41.25,21969.45,,
817,-42.01,22000.3,,
818,-41.77,22032.85,,
819,-44.31,22078.15,,
820,-42.81,22127.7,,
821,-42.08,22164.8,,
822,-42.27,22199.6,,
823,-42.16,22234.75,,
824,-42.28,22269.95,,
825,-43.14,22309.7,,
826,-43.79,22357.4,,
827,-41.09,22397.05,,
828,-41.8,22427,,
829,-42.01,22459.95,,
830,-42,22493.65,,
831,-41.22,22524.8,,
832,-41.04,22552.85,,
833,-40.91,22580.05,,
834,-40.81,22606.65,,
835,-41.34,22634.5,,
836,-41.49,22664.35,,
837,-41.48,22694.65,,
838,-39.71,22720.6,,
839,-40.99,22745.1,,
840,-41.55,22774.25,,
841,-39.73,22800.55,,
842,-42.88,22832.25,,
843,-42.01,22870.15,,
844,-41.35,22902.05,,
845,-40.02,22928.35,,
846,-40.33,22951.95,,
847,-42.23,22982.1,,
848,-41.81,23016.55,,
849,-41.86,23049.6,,
850,-40.79,23079.5,,
851,-40.77,23106.1,,
852,-41.2,23133.85,,
853,-39.34,23158.6,,
854,-39.61,23179.65,,
855,-40.42,23202.85,,
856,-40.92,23229,,
857,-41.56,23258.4,,
858,-41.84,23290.75,,
859,-40.7,23320.6,,
860,-41.72,23350.1,,
861,-41.76,23382.8,,
862,-41.16,23413.7,,
863,-42.02,23445.65,,
864,-40.07,23474.85,,
865,-41.1,23500.95,,
866,-41.96,23532.55,,
867,-40.73,23563.15,,
868,-42.63,23596.6,,
869,-42.16,23634.8,,
870,-42.66,23673.2,,
871,-42.47,23712.95,,
872,-43.56,23757.7,,
873,-41.31,23798.1,,
874,-42.56,23833.1,,
875,-41.54,23868.9,,
876,-40.74,23898.3,,
877,-42.02,23929.45,,
878,-41.16,23961.8,,
879,-41.32,23991.7,,
880,-41.6,24023.05,,
881,-41.07,24053.65,,
882,-40.43,24080.9,,
883,-41.66,24110.1,,
884,-41.32,24141.75,,
885,-40.06,24169,,
886,-40.59,24194.2,,
887,-40.76,24221.1,,
888,-41.65,24251.25,,
889,-40.78,24281.45,,
890,-40.02,24307.15,,
891,-40.8,24332.9,,
892,-42.41,24366.25,,
893,-41.91,24403.25,,
894,-41.09,24435.45,,
895,-40.72,24463.85,,
896,-42.12,24495.85,,
897,-41.37,24529.85,,
898,-41.48,24561.5,,
899,-40.08,24589.65,,
900,-40.54,24615.05,,
901,-42.75,24649.65,,
902,-41.16,24686,,
903,-41.09,24715.85,,
904,-41.31,24746.2,,
905,-41.42,24777.6,,
906,-41.1,24808.4,,
907,-40.28,24836,,
908,-42.77,24870.3,,
909,-40.09,24904.2,,
910,-40.62,24930.05,,
911,-42.13,24962.25,,
912,-41.8,24998.3,,
913,-40.27,25028.45,,
914,-39.91,25053.15,,
915,-40.41,25078.2,,
916,-40.19,25103.95,,
917,-41.95,25134.6,,
918,-42.22,25171.75,,
919,-40.41,25204.05,,
920,-41.59,25233.9,,
921,-42.09,25269.3,,
922,-41.78,25305.4,,
923,-39.77,25334.6,,
924,-40.93,25361,,
925,-39.2,25386.3,,
926,-37.27,25405.15,,
927,-38.88,25423.5,,
928,-38.48,25443.3,,
929,-37.8,25461.6,,
930,-37.86,25479.1,,
931,-38.89,25498.15,,
932,-38.38,25517.9,,
933,-38.41,25536.95,,
934,-37.34,25554.75,,
935,-37.13,25571.05,,
936,-36.61,25586.7,,
937,-37.12,25602.35,,
938,-39.81,25622.4,,
939,-40.79,25648.85,,
940,-41.12,25678.75,,
941,-41.45,25710.7,,
942,-40.09,25739.9,,
943,-41.57,25769.6,,
944,-41.23,25802.45,,
945,-42.4,25838.75,,
946,-41.65,25876.55,,
947,-42.95,25917.2,,
948,-40.45,25954.15,,
949,-41.9,25986.15,,
950,-41.59,26021.65,,
951,-41.63,26056.15,,
952,-40.5,26087.35,,
953,-40.89,26116.1,,
954,-41.6,26148.25,,
955,-42.07,26184.7,,
956,-42.09,26223.15,,
957,-41.94,26261.05,,
958,-40.98,26294.95,,
959,-41.48,26327.15,,
960,-41.46,26360.95,,
961,-38.57,26387.85,,
962,-38.51,26407.85,,
963,-39.81,26430.05,,
964,-37.61,26451.1,,
965,-37.77,26468.9,,
966,-38.37,26487.7,,
967,-37.83,26506.55,,
968,-38.89,26526.2,,
969,-37.42,26545.4,,
970,-37.4,26562.6,,
971,-38.16,26580.75,,
972,-38.36,26600.15,,
973,-37.85,26619.15,,
974,-37.47,26637,,
975,-38.53,26655.8,,
976,-40.73,26680.65,,
977,-41.83,26713.95,,
978,-41.5,26749.8,,
979,-41.96,26786.25,,
980,-40.95,26820.85,,
981,-40.6,26850.8,,
982,-42,26884.65,,
983,-41.17,26920.25,,
984,-40.99,26952.15,,
985,-39.85,26980.45,,
986,-42.53,27015,,
987,-41.64,27054.85,,
988,-41.21,27089.25,,
989,-43,27130.3,,
990,-41.49,27172.35,,
991,-41.51,27207.35,,
992,-42.27,27245.65,,
993,-40.32,27280.3,,
994,-42.9,27318.25,,
995,-42.15,27362.6,,
996,-42.58,27405.25,,
997,-43.06,27452.75,,
998,-41.28,27494.75,,
999,-42.34,27532.8,,
1000,-43.66,27583.3,,
1001,-41.34,27629.7,,
1002,-42.56,27669.2,,
1003,-40.82,27707,,
1004,-41.85,27741.5,,
1005,-41.49,27778.35,,
1006,-42.11,27816.35,,
1007,-43.25,27863.2,,
1008,-42.44,27911.7,,
1009,-41.72,27952.3,,
1010,-41.58,27989.15,,
1011,-42.07,28027.5,,
1012,-41.35,28065,,
1013,-42.49,28104.6,,
1014,-42.06,28147.1,,
1015,-41.24,28184.25,,
1016,-40.36,28215.5,,
1017,-40.24,28243.8,,
1018,-40.51,28272.55,,
1019,-39.69,28300,,
1020,-41.61,28331.1,,
1021,-42.46,28371.8,,
1022,-40.89,28410.05,,
1023,-41.8,28445.25,,
1024,-42.27,28485.9,,
1025,-42.36,28529.15,,
1026,-42.24,28572.3,,
1027,-41.78,28612.9,,
1028,-40.78,28647.85,,
1029,-42.18,28684.55,,
1030,-42.27,28727.15,,
1031,-41.3,28766.15,,
1032,-40.52,28798.55,,
1033,-42.48,28836.15,,
1034,-41.7,28877.85,,
1035,-42.47,28919.55,,
1036,-41.23,28959.5,,
1037,-41.63,28995.65,,
1038,-42,29034.9,,
1039,-42.25,29076.9,,
1040,-42.62,29122.1,,
1041,-42.38,29168,,
1042,-42.83,29215.1,,
1043,-41.69,29259.1,,
1044,-41.68,29297.45,,
1045,-42,29337.15,,
1046,-40.4,29372.55,,
1047,-42.18,29408.8,,
1048,-41.19,29447.55,,
1049,-41.63,29483.95,,
1050,-40.62,29518.55,,
1051,-40.65,29549.7,,
1052,-40.64,29580.9,,
1053,-40.15,29610.75,,
1054,-40.77,29641.05,,
1055,-40.57,29672.55,,
1056,-39.36,29700.45,,
1057,-38.63,29724,,
1058,-39.12,29747.1,,
1059,-39.05,29770.95,,
1060,-38.76,29794.15,,
1061,-38.61,29816.6,,
1062,-38.52,29838.7,,
1063,-38.94,29861.4,,
1064,-38.98,29884.85,,
1065,-38.41,29907.45,,
1066,-38.86,29929.9,,
1067,-38.6,29952.65,,
1068,-38.5,29974.8,,
1069,-38.53,29996.85,,
1070,-37.77,30017.85,,
1071,-39.19,30040.05,,
1072,-40.88,30069,,
1073,-41.83,30106.05,,
1074,-40.74,30142.7,,
1075,-41.02,30176.2,,
1076,-41.88,30214.05,,
1077,-41.3,30252.95,,
1078,-41.68,30291,,
1079,-41.52,30329.95,,
1080,-41.18,30367,,
1081,-42.24,30407.35,,
1082,-42.1,30451.6,,
1083,-41.83,30494,,
1084,-41.58,30534.1,,
1085,-43.35,30583,,
1086,-42.63,30637.1,,
1087,-41.86,30682.6,,
1088,-40.57,30719.35,,
1089,-41.42,30754.25,,
1090,-42.22,30795.75,,
1091,-40.89,30835.35,,
1092,-41.16,30870.4,,
1093,-40.43,30904.05,,
1094,-39.61,30933.15,,
1095,-39.54,30959.95,,
1096,-39.21,30985.95,,
1097,-39.52,31011.9,,
1098,-38.91,31037.25,,
1099,-38.41,31060.5,,
1100,-39.2,31084.35,,
1101,-38.97,31109.25,,
1102,-39.4,31134.6,,
1103,-38.88,31159.8,,
1104,-38.21,31182.8,,
1105,-37.38,31203.5,,
1106,-37.59,31223.35,,
1107,-38.74,31245.25,,
1108,-40.51,31273.2,,
1109,-41.8,31310.25,,
1110,-41.19,31349.65,,
1111,-41.46,31387.65,,
1112,-41.79,31428.2,,
1113,-41.2,31467.75,,
1114,-40.52,31502.5,,
1115,-41.37,31537.95,,
1116,-40.04,31572.1,,
1117,-41.22,31605.7,,
1118,-41.83,31645.7,,
1119,-41.55,31687.05,,
1120,-40.81,31724.35,,
1121,-41.22,31760.4,,
1122,-41.13,31797.65,,
1123,-41.78,31837.25,,
1124,-41.38,31877.85,,
1125,-40.78,31914.6,,
1126,-41.52,31951.95,,
1127,-40.42,31988.15,,
1128,-41.85,32025.9,,
1129,-40.7,32064.55,,
1130,-41.79,32103,,
1131,-41.21,32143.3,,
1132,-39.23,32175.35,,
1133,-40.02,32203.6,,
1134,-38.61,32230.65,,
1135,-39.35,32256.05,,
1136,-39.48,32283.25,,
1137,-39.79,32311.55,,
1138,-39.84,32340.75,,
1139,-40.27,32371.3,,
1140,-39.91,32402.05,,
1141,-39.39,32430.55,,
1142,-39.06,32457.1,,
1143,-39.37,32483.6,,
1144,-38.04,32508.35,,
1145,-38.02,32530.55,,
1146,-38.89,32554.25,,
1147,-38.56,32578.9,,
1148,-38.12,32602.2,,
1149,-37.54,32623.95,,
1150,-38.66,32646.65,,
1151,-37.45,32669.25,,
1152,-38.64,32691.8,,
1153,-38.34,32715.7,,
1154,-38.62,32739.6,,
1155,-38.5,32763.85,,
1156,-37.53,32786.4,,
1157,-37.4,32807.25,,
1158,-39.01,32830.6,,
1159,-37.16,32853.7,,
1160,-37.69,32874.55,,
1161,-38.45,32897.3,,
1162,-38.88,32922.1,,
1163,-39.65,32949.5,,
1164,-41.57,32985.2,,
1165,-41.94,33029.2,,
1166,-41.02,33070.95,,
1167,-40.7,33107.55,,
1168,-41.42,33145.85,,
1169,-41.01,33185.3,,
1170,-41.15,33223.65,,
1171,-41.5,33264.05,,
1172,-41.49,33305.95,,
1173,-42.02,33350.4,,
1174,-43.62,33408.35,,
1175,-41.67,33464.6,,
1176,-41.4,33507,,
1177,-40.7,33545.55,,
1178,-41.08,33582.85,,
1179,-41.53,33623.45,,
1180,-41.04,33663.95,,
1181,-42.3,33708.45,,
1182,-41.45,33754.65,,
1183,-42,33799.25,,
1184,-41.5,33844.1,,
1185,-40.65,33883.2,,
1186,-41.46,33922.25,,
1187,-41.03,33962.7,,
1188,-40.42,33999.2,,
1189,-39.89,34032,,
1190,-39.18,34061.45,,
1191,-40.08,34091.5,,
1192,-38.59,34120.35,,
1193,-38.61,34145.7,,
1194,-39.25,34172.45,,
1195,-38.93,34199.9,,
1196,-39.23,34227.35,,
1197,-40.34,34258.5,,
1198,-40.25,34292.4,,
1199,-40.55,34327,,
1200,-38.95,34358.3,,
1201,-39.27,34386,,
1202,-40.34,34417.4,,
1203,-39.68,34449.9,,
1204,-39.31,34479.55,,
1205,-39.55,34508.85,,
1206,-38.92,34537.3,,
1207,-39.23,34565,,
1208,-38.17,34591.3,,
1209,-38.77,34616.65,,
1210,-38.82,34643.25,,
1211,-38.18,34668.75,,
1212,-39.25,34695.25,,
1213,-37.31,34720.45,,
1214,-38.75,34744.55,,
1215,-38.84,34771.3,,
1216,-38.74,34798.05,,
1217,-38.78,34824.7,,
1218,-38.62,34851.15,,
1219,-38.65,34877.35,,
1220,-38.16,34902.75,,
1221,-38.45,34927.75,,
1222,-37.99,34952.5,,
1223,-38.01,34976.5,,
1224,-37.72,35000.1,,
1225,-39.13,35025.95,,
1226,-38.25,35052.65,,
1227,-37.86,35076.95,,
1228,-38.12,35101.05,,
1229,-38.15,35125.65,,
1230,-38.64,35151.3,,
1231,-38.43,35177.45,,
1232,-39.25,35204.95,,
1233,-37.59,35231.1,,
1234,-37.47,35253.9,,
1235,-38.1,35277.55,,
1236,-37.48,35301.25,,
1237,-37.37,35323.85,,
1238,-38.25,35347.7,,
1239,-37.66,35372,,
1240,-38.01,35395.95,,
1241,-37.72,35419.95,,
1242,-37.6,35443.35,,
1243,-38.07,35467.35,,
1244,-37.82,35491.7,,
1245,-38.2,35516.35,,
1246,-37.22,35540.1,,
1247,-37.72,35563.1,,
1248,-37.07,35585.95,,
1249,-37.76,35608.85,,
1250,-36.92,35631.55,,
1251,-36.79,35652.95,,
1252,-37.4,35675.05,,
1253,-36.36,35696.65,,
1254,-37.95,35719.1,,
1255,-37.56,35743.15,,
1256,-39.81,35771.45,,
1257,-40.58,35807.05,,
1258,-40.15,35843.75,,
1259,-40.42,35879.9,,
1260,-40.66,35917.85,,
1261,-40.62,35956.6,,
1262,-41.6,35999.5,,
1263,-41.11,36044.45,,
1264,-40.92,36086.3,,
1265,-42.46,36135.45,,
1266,-40.47,36183,,
1267,-42.74,36232.55,,
1268,-42.1,36289.7,,
1269,-41.81,36341.05,,
1270,-41.82,36390.85,,
1271,-41.87,36441.05,,
1272,-41.91,36491.8,,
1273,-40.92,36538.1,,
1274,-41.52,36582.35,,
1275,-41.67,36630.1,,
1276,-41.7,36678.9,,
1277,-42.57,36733.15,,
1278,-41.36,36785.75,,
1279,-41.44,36831.8,,
1280,-41.24,36877.35,,
1281,-42.83,36931.5,,
1282,-42.42,36992.25,,
1283,-41.86,37046.7,,
1284,-42.71,37103.25,,
1285,-41.3,37157,,
1286,-40.86,37200.5,,
1287,-41.47,37244.9,,
1288,-41.14,37290.55,,
1289,-41.54,37336.6,,
1290,-41.57,37384.75,,
1291,-41.65,37433.55,,
1292,-40.79,37478.85,,
1293,-40.37,37518.55,,
1294,-39.54,37554.1,,
1295,-40.17,37589,,
1296,-39.35,37623.4,,
1297,-37.7,37651.9,,
1298,-40.27,37683.2,,
1299,-40.93,37723.4,,
1300,-41.7,37769.95,,
1301,-40.13,37813.5,,
1302,-40.46,37851.5,,
1303,-40.97,37892.8,,
1304,-40.62,37934.75,,
1305,-40.99,37976.8,,
1306,-40.45,38018.25,,
1307,-40.91,38059.4,,
1308,-41.73,38106.45,,
1309,-42.27,38160.8,,
1310,-39.81,38207.15,,
1311,-42.05,38252.15,,
1312,-41.75,38305.4,,
1313,-40.92,38352.9,,
1314,-39.6,38391.6,,
1315,-40.61,38429.05,,
1316,-40.36,38469.05,,
1317,-40.23,38507.7,,
1318,-39.37,38543.2,,
1319,-39.12,38575.4,,
1320,-38.54,38605.65,,
1321,-39.1,38635.9,,
1322,-39.15,38667.6,,
1323,-39.5,38700.4,,
1324,-39.12,38733.15,,
1325,-38.72,38763.95,,
1326,-39.28,38795.25,,
1327,-38.98,38827.15,,
1328,-37.99,38856.2,,
1329,-38.31,38883.8,,
1330,-38.28,38911.95,,
1331,-38.11,38939.75,,
1332,-37.46,38966.1,,
1333,-37.82,38991.95,,
1334,-38.8,39020.45,,
1335,-40.33,39055.55,,
1336,-39.99,39094.05,,
1337,-40.85,39134.7,,
1338,-40.97,39179.25,,
1339,-42.09,39230.45,,
1340,-40.64,39280.25,,
1341,-41.66,39327.55,,
1342,-40.88,39375.95,,
1343,-42.33,39428.55,,
1344,-42.21,39488.45,,
1345,-40.76,39539.8,,
1346,-41.51,39587.05,,
1347,-42.52,39644.35,,
1348,-41.78,39703.25,,
1349,-40.14,39749.75,,
1350,-41.14,39792.85,,
1351,-39.49,39833.95,,
1352,-38.58,39866.45,,
1353,-39.91,39900.3,,
1354,-39.98,39938.1,,
1355,-39.72,39975.3,,
1356,-40.22,40013.45,,
1357,-40.23,40053.4,,
1358,-38.79,40089.05,,
1359,-40.11,40124.3,,
1360,-39.46,40161.4,,
1361,-39.96,40198.05,,
1362,-38.43,40232.1,,
1363,-38.7,40262.55,,
1364,-38.09,40292.3,,
1365,-39.01,40322.9,,
1366,-38.59,40354.6,,
1367,-38.52,40385.1,,
1368,-38.38,40415.25,,
1369,-38.68,40445.8,,
1370,-38.57,40476.75,,
1371,-38.87,40508.2,,
1372,-37.76,40538.05,,
1373,-37.37,40564.85,,
1374,-37.71,40591.6,,
1375,-37.06,40617.9,,
1376,-38.6,40646.05,,
1377,-38.05,40676,,
1378,-37.82,40704.35,,
1379,-37.93,40732.45,,
1380,-38.65,40762.35,,
1381,-38.87,40794.4,,
1382,-37.76,40824.6,,
1383,-38.35,40853.6,,
1384,-39.98,40888.4,,
1385,-40.86,40931.4,,
1386,-41.56,40981.65,,
1387,-42.25,41039.95,,
1388,-42.46,41104.3,,
1389,-41.67,41164.95,,
1390,-42.04,41222.65,,
1391,-42.06,41282.9,,
1392,-41.89,41342.25,,
1393,-40.99,41395.55,,
1394,-40.78,41442.85,,
1395,-41.71,41494.1,,
1396,-41.49,41549.1,,
1397,-41.18,41601.2,,
1398,-41.96,41656.2,,
1399,-41.35,41712.15,,
1400,-40.8,41761.75,,
1401,-41.31,41811.2,,
1402,-40.82,41860.8,,
1403,-39.84,41904.05,,
1404,-39.34,41941.8,,
1405,-39.2,41977.55,,
1406,-38.79,42011.8,,
1407,-38.23,42043.7,,
1408,-39.19,42076.7,,
1409,-39.85,42114.25,,
1410,-39.57,42153,,
1411,-40.2,42193.1,,
1412,-39.62,42233.45,,
1413,-39.69,42271.95,,
1414,-39.69,42310.7,,
1415,-39.52,42349,,
1416,-39.35,42386.25,,
1417,-38.78,42421.4,,
1418,-39.64,42457.55,,
1419,-39.97,42497.4,,
1420,-39.88,42538.1,,
1421,-39.59,42577.55,,
1422,-38.57,42613.15,,
1423,-39.1,42647.3,,
1424,-39.2,42683.15,,
1425,-39.01,42718.8,,
1426,-39.46,42755.3,,
1427,-38.89,42791.5,,
1428,-39.43,42827.7,,
1429,-39.49,42865.65,,
1430,-39.21,42903,,
1431,-38.89,42938.65,,
1432,-38.4,42972.1,,
1433,-37.98,43003.45,,
1434,-38.11,43034.2,,
1435,-38.1,43065.2,,
1436,-38.29,43096.7,,
1437,-38.16,43128.35,,
1438,-37.46,43158.3,,
1439,-38.44,43188.95,,
1440,-37.53,43219.8,,
1441,-38.29,43250.35,,
1442,-38.56,43283.1,,
1443,-37.7,43314.65,,
1444,-38.8,43346.9,,
1445,-37.81,43379.4,,
1446,-37.54,43409.05,,
1447,-37.94,43439,,
1448,-37.71,43469.35,,
1449,-37.65,43499.15,,
1450,-38.24,43530.1,,
1451,-37.68,43561.15,,
1452,-37.29,43590.35,,
1453,-37.03,43618.4,,
1454,-37.45,43646.75,,
1455,-37.8,43676.55,,
1456,-36.91,43705.5,,
1457,-37.79,43734.45,,
1458,-36.77,43763.2,,
1459,-37.46,43791.35,,
1460,-37.44,43820.65,,
1461,-37.72,43850.5,,
1462,-36.96,43879.55,,
1463,-36.83,43907.1,,
1464,-37.26,43935.15,,
1465,-37.52,43964.4,,
1466,-37.8,43994.75,,
1467,-37.27,44024.7,,
1468,-36.12,44051.95,,
1469,-37.25,44079.15,,
1470,-37.47,44108.5,,
1471,-37.85,44139.05,,
1472,-37.39,44169.5,,
1473,-37.07,44198.5,,
1474,-36.95,44226.75,,
1475,-36.47,44254.1,,
1476,-36.59,44280.95,,
1477,-36.63,44308.1,,
1478,-36.47,44335.05,,
1479,-36.25,44361.5,,
1480,-36.15,44387.55,,
1481,-37.41,44415.5,,
1482,-40.7,44455.9,,
1483,-40.74,44506.95,,
1484,-40.72,44558.2,,
1485,-41.43,44613.35,,
1486,-41.21,44671.2,,
1487,-41.17,44727.6,,
1488,-40.85,44782.05,,
1489,-41.22,44836.85,,
1490,-40.52,44890.1,,
1491,-39.98,44937.35,,
1492,-40.72,44985.65,,
1493,-40.71,45037.35,,
1494,-40.23,45086.75,,
1495,-42.02,45144.35,,
1496,-39.91,45200.7,,
1497,-41.68,45254.7,,
1498,-40.98,45313.8,,
1499,-41.09,45369.25,,
1500,-41.6,45428.55,,
1501,-42.01,45494,,
1502,-40.89,45555.25,,
1503,-41.42,45612.5,,
1504,-41.21,45671.6,,
1505,-41.42,45730.8,,
1506,-40.57,45786.65,,
1507,-40.42,45837.05,,
1508,-41.17,45890.75,,
1509,-39.92,45942.35,,
1510,-39.04,45984.7,,
1511,-38.86,46023.4,,
1512,-39.75,46064.65,,
1513,-41.06,46115.2,,
1514,-39.37,46164.4,,
1515,-39.44,46206.3,,
1516,-39.93,46250.4,,
1517,-38.79,46292.4,,
1518,-38.32,46329.15,,
1519,-39.27,46367.5,,
1520,-38.17,46405.55,,
1521,-38.51,46441.35,,
1522,-38.47,46477.95,,
1523,-38.8,46515.4,,
1524,-40.11,46558.6,,
1525,-38.59,46601.25,,
1526,-38.39,46638,,
1527,-38.01,46673.3,,
1528,-38.01,46707.75,,
1529,-38.31,46742.95,,
1530,-40.35,46786.2,,
1531,-41.55,46843.65,,
1532,-40.32,46901,,
1533,-39.85,46949.4,,
1534,-40.41,46998.25,,
1535,-39.92,47047.45,,
1536,-39.38,47092.45,,
1537,-40.13,47138.4,,
1538,-38.56,47181.8,,
1539,-39.32,47222,,
1540,-39.2,47264.2,,
1541,-39.16,47305.95,,
1542,-39.38,47348.4,,
1543,-40.38,47395.85,,
1544,-39.29,47443.05,,
1545,-40.3,47489.95,,
1546,-38.78,47535.25,,
1547,-39.57,47577.45,,
1548,-39.11,47620.75,,
1549,-40.02,47666,,
1550,-39.86,47714.15,,
1551,-39.57,47760.45,,
1552,-39.28,47804.55,,
1553,-39.57,47848.75,,
1554,-39.53,47893.95,,
1555,-39.59,47939.3,,
1556,-38.86,47982.35,,
1557,-39.04,48023.45,,
1558,-39.51,48066.85,,
1559,-38.9,48109.85,,
1560,-39.47,48152.8,,
1561,-39.36,48197.4,,
1562,-39.04,48240.5,,
1563,-39.51,48284.2,,
1564,-39.86,48331.05,,
1565,-39.37,48377.45,,
1566,-38.8,48420.05,,
1567,-39.68,48463.9,,
1568,-39.45,48510.05,,
1569,-38.86,48553.3,,
1570,-39.64,48597.35,,
1571,-39.08,48642.2,,
1572,-39.74,48687.5,,
1573,-38.8,48731.95,,
1574,-39.33,48774.85,,
1575,-39.76,48821.3,,
1576,-39.13,48867.1,,
1577,-38.48,48908.45,,
1578,-38.9,48949.1,,
1579,-38.88,48991.05,,
1580,-38.85,49032.85,,
1581,-39.36,49076.4,,
1582,-39.75,49123.4,,
1583,-39.56,49171.25,,
1584,-39.17,49216.85,,
1585,-38.58,49259.05,,
1586,-38.44,49299,,
1587,-38.26,49338.1,,
1588,-37.61,49375.05,,
1589,-38.61,49413.05,,
1590,-38.3,49452.9,,
1591,-38.73,49493.2,,
1592,-38.39,49533.8,,
1593,-38.2,49572.85,,
1594,-37.97,49610.8,,
1595,-39.08,49651.6,,
1596,-38.97,49695.4,,
1597,-38,49735.95,,
1598,-37.9,49773.45,,
1599,-38.25,49811.65,,
1600,-37.79,49849.6,,
1601,-38.13,49887.3,,
1602,-38.6,49927.3,,
1603,-38.4,49968.1,,
1604,-37.99,50007.2,,
1605,-38,50045.25,,
1606,-38.68,50085.4,,
1607,-37.4,50124.15,,
1608,-38.21,50161.5,,
1609,-37.34,50198.75,,
1610,-37.71,50234.75,,
1611,-37.9,50272.15,,
1612,-38.4,50311.45,,
1613,-37.84,50350.65,,
1614,-38.18,50389.3,,
1615,-38.52,50429.9,,
1616,-37.92,50469.85,,
1617,-37.57,50507.3,,
1618,-37.91,50544.75,,
1619,-37.89,50583,,
1620,-37.5,50620.35,,
1621,-37.96,50657.95,,
1622,-37.56,50695.7,,
1623,-37.74,50732.95,,
1624,-38.21,50771.95,,
1625,-38.03,50811.75,,
1626,-37.99,50851,,
1627,-37.47,50888.9,,
1628,-37.95,50926.75,,
1629,-37.52,50964.75,,
1630,-37.79,51002.4,,
1631,-37.95,51041.2,,
1632,-37.27,51078.8,,
1633,-38.13,51116.95,,
1634,-37.77,51156.3,,
1635,-37.35,51193.75,,
1636,-37.28,51230.1,,
1637,-37.6,51267.1,,
1638,-37.4,51304.4,,
1639,-37.69,51341.95,,
1640,-37.29,51379.35,,
1641,-37.61,51416.6,,
1642,-37.88,51455.35,,
1643,-37.31,51493.45,,
1644,-36.97,51529.4,,
1645,-37.95,51567,,
1646,-37.45,51605.8,,
1647,-36.29,51641,,
1648,-36.59,51674.4,,
1649,-37.34,51710,,
1650,-38.38,51750,,
1651,-39.7,51797.9,,
1652,-36.68,51841.65,,
1653,-36.95,51876.7,,
1654,-37.89,51914.6,,
1655,-37.94,51955,,
1656,-36.13,51991.65,,
1657,-38.9,52031.4,,
1658,-41.7,52094.3,,
1659,-40.6,52165.4,,
1660,-41.14,52232.2,,
1661,-40.5,52298.45,,
1662,-41.64,52368.7,,
1663,-40.95,52441.95,,
1664,-40.72,52508.55,,
1665,-40.09,52570.1,,
1666,-41.07,52634.1,,
1667,-40.24,52698.95,,
1668,-37.88,52749.25,,
1669,-36.82,52787.7,,
1670,-39.66,52832.7,,
1671,-41.03,52894.7,,
1672,-41.48,52968.15,,
1673,-40.63,53039,,
1674,-40.79,53104.9,,
1675,-40.46,53169.85,,
1676,-38.92,53225.45,,
1677,-37.45,53269.2,,
1678,-37.85,53309.5,,
1679,-38.12,53351.7,,
1680,-38.53,53396.05,,
1681,-37.81,53439.55,,
1682,-37.28,53479.55,,
1683,-36.83,53517.25,,
1684,-38.28,53557.75,,
1685,-41.03,53615.6,,
1686,-40.31,53682.4,,
1687,-41.21,53750.6,,
1688,-40.94,53822.95,,
1689,-39.78,53886.55,,
1690,-40.14,53945.2,,
1691,-40.64,54008.85,,
1692,-41.76,54084.2,,
